num, diff, time, interval, avg
3,27959006,1502885375,54,54
4,27972657,1502885385,10,32
5,27958999,1502885411,26,30
6,27945348,1502885448,37,31.75
7,27931703,1502885468,20,29.4
8,27918065,1502885491,23,28.333333333333332
9,27904434,1502885504,13,26.142857142857142
10,27918059,1502885515,11,24.25
11,27931690,1502885527,12,22.88888888888889
12,27945328,1502885531,4,21
13,27958973,1502885535,4,16
14,27972624,1502885539,4,15.4
15,27986282,1502885542,3,13.1
16,27972617,1502885571,29,12.3
17,27958959,1502885596,25,12.8
18,27972610,1502885608,12,11.7
19,27958952,1502885637,29,13.3
20,27972603,1502885645,8,13
21,27958945,1502885675,30,14.8
22,27972596,1502885679,4,14.8
23,27986254,1502885690,11,15.5
24,27999919,1502885698,8,15.9
25,28013590,1502885701,3,15.9
26,27999912,1502885730,29,15.9
27,28013583,1502885733,3,13.7
28,27999905,1502885769,36,16.1
29,28013576,1502885776,7,13.9
30,28027254,1502885782,6,13.7
31,28040939,1502885791,9,11.6
32,28027248,1502885808,17,12.9
33,28040933,1502885819,11,12.9
34,28027242,1502885832,13,13.4
35,28040927,1502885838,6,13.7
36,28027236,1502885859,21,12.9
37,28013551,1502885872,13,13.9
38,28027229,1502885883,11,11.4
39,28040914,1502885890,7,11.4
40,28054605,1502885898,8,11.6
41,28068303,1502885910,12,11.9
42,28054598,1502885924,14,11.6
43,28068296,1502885926,2,10.7
44,28082001,1502885934,8,10.2
45,28095712,1502885940,6,10.2
46,28109430,1502885942,2,8.3
47,28123155,1502885945,3,7.3
48,28109423,1502886000,55,11.7
49,28123148,1502886002,2,11.2
50,28109416,1502886020,18,12.2
51,28123141,1502886022,2,11.2
52,28136873,1502886030,8,10.6
53,28150611,1502886033,3,10.7
54,28164356,1502886039,6,10.5
55,28178108,1502886043,4,10.3
56,28191866,1502886046,3,10.4
57,28205631,1502886053,7,10.8
58,28219403,1502886058,5,5.8
59,28233182,1502886060,2,5.8
60,28219397,1502886078,18,5.8
61,28233176,1502886082,4,6
62,28219391,1502886099,17,6.9
63,28205613,1502886115,16,8.2
64,28219385,1502886125,10,8.6
65,28205607,1502886139,14,9.6
66,28191835,1502886155,16,10.9
67,28178070,1502886178,23,12.5
68,28191828,1502886182,4,12.4
69,28178063,1502886231,49,17.1
70,28191821,1502886239,8,16.1
71,28178056,1502886252,13,17
72,28164298,1502886293,41,19.4
73,28178050,1502886305,12,19
74,28164292,1502886325,20,20
75,28178044,1502886330,5,19.1
76,28164286,1502886344,14,18.9
77,28178038,1502886347,3,16.9
78,28191796,1502886357,10,17.5
79,28178031,1502886389,32,15.8
80,28164273,1502886420,31,18.1
81,28150521,1502886459,39,20.7
82,28164266,1502886469,10,17.6
83,28150514,1502886482,13,17.7
84,28164259,1502886486,4,16.1
85,28150507,1502886528,42,19.8
86,28164252,1502886532,4,18.8
87,28150500,1502886550,18,20.3
88,28164245,1502886558,8,20.1
89,28177997,1502886561,3,17.2
90,28164239,1502886575,14,15.5
91,28150487,1502886595,20,13.6
92,28164232,1502886602,7,13.3
93,28177984,1502886611,9,12.9
94,28164226,1502886634,23,14.8
95,28177978,1502886639,5,11.1
96,28164220,1502886666,27,13.4
97,28150468,1502886693,27,14.3
98,28136723,1502886710,17,15.2
99,28150461,1502886714,4,15.3
100,28164206,1502886718,4,14.3
101,28177958,1502886726,8,13.1
102,28191716,1502886735,9,13.3
103,28177951,1502886748,13,13.7
