num, diff, time, interval, avg
3,27959006,1499848007,17,17
4,27945355,1499848032,25,21
5,27931710,1499848056,24,22
6,27918072,1499848070,14,20
7,27904441,1499848096,26,21.2
8,27890816,1499848113,17,20.5
9,27877198,1499848127,14,19.571428571428573
10,27890809,1499848134,7,18
11,27904427,1499848141,7,16.77777777777778
12,27890802,1499848157,16,16.7
13,27877184,1499848172,15,16.5
14,27890795,1499848183,11,15.1
15,27904413,1499848188,5,13.2
16,27918038,1499848193,5,12.3
17,27931669,1499848202,9,10.6
18,27945307,1499848207,5,9.4
19,27958952,1499848218,11,9.1
20,27972603,1499848220,2,8.6
21,27986261,1499848221,1,8
22,27999926,1499848223,2,6.6
23,28013597,1499848235,12,6.3
24,27999919,1499848262,27,7.9
25,28013590,1499848263,1,7.5
26,28027268,1499848266,3,7.3
27,28013583,1499848279,13,7.7
28,28027261,1499848285,6,7.8
29,28040946,1499848297,12,7.9
30,28054637,1499848302,5,8.2
31,28068335,1499848303,1,8.2
32,28054630,1499848344,41,12.1
33,28040932,1499848370,26,13.5
34,28027241,1499848413,43,15.1
35,28013556,1499848427,14,16.4
36,27999878,1499848445,18,17.9
37,27986207,1499848484,39,20.5
38,27999872,1499848492,8,20.7
39,28013543,1499848504,12,20.7
40,28027221,1499848516,12,21.4
41,28040906,1499848522,6,21.9
42,28054597,1499848527,5,18.3
43,28068295,1499848534,7,16.4
44,28054590,1499848556,22,14.3
45,28068288,1499848564,8,13.7
46,28081993,1499848573,9,12.8
47,28095704,1499848575,2,9.1
48,28081986,1499848623,48,13.1
49,28095697,1499848630,7,12.6
50,28109415,1499848637,7,12.1
51,28095690,1499848668,31,14.6
52,28081972,1499848685,17,15.8
53,28095683,1499848690,5,15.6
54,28109401,1499848694,4,13.8
55,28123126,1499848698,4,13.4
56,28136857,1499848700,2,12.7
57,28150595,1499848711,11,13.6
58,28164340,1499848723,12,10
59,28150588,1499848753,30,12.3
60,28136843,1499848776,23,13.9
61,28123105,1499848830,54,16.2
62,28136836,1499848835,5,15
63,28150574,1499848842,7,15.2
64,28136829,1499848855,13,16.1
65,28150567,1499848862,7,16.4
66,28136822,1499848891,29,19.1
67,28150560,1499848894,3,18.3
68,28136815,1499848932,38,20.9
69,28150553,1499848937,5,18.4
70,28136808,1499848978,41,20.2
71,28150546,1499848983,5,15.3
72,28136801,1499848997,14,16.2
73,28123063,1499849016,19,17.4
74,28136794,1499849026,10,17.1
75,28123056,1499849094,68,23.2
76,28136787,1499849100,6,20.9
77,28150525,1499849112,12,21.8
78,28164270,1499849117,5,18.5
79,28178022,1499849121,4,18.4
80,28191780,1499849130,9,15.2
81,28178015,1499849144,14,16.1
82,28191773,1499849156,12,15.9
83,28205538,1499849162,6,14.6
84,28219310,1499849169,7,14.3
85,28205532,1499849270,101,17.6
86,28219304,1499849281,11,18.1
87,28205526,1499849324,43,21.2
88,28219298,1499849333,9,21.6
89,28233076,1499849336,3,21.5
90,28219291,1499849364,28,23.4
91,28233069,1499849371,7,22.7
92,28246854,1499849376,5,22
93,28260646,1499849383,7,22.1
94,28274445,1499849385,2,21.6
95,28260640,1499849404,19,13.4
96,28274439,1499849415,11,13.4
97,28288244,1499849425,10,10.1
98,28302056,1499849431,6,9.8
99,28288237,1499849464,33,12.8
100,28302049,1499849473,9,10.9
101,28288230,1499849497,24,12.6
102,28302042,1499849499,2,12.3
103,28315861,1499849507,8,12.4
104,28329687,1499849511,4,12.6
105,28315855,1499849543,32,13.9
106,28302029,1499849557,14,14.2
107,28288210,1499849572,15,14.7
108,28274398,1499849589,17,15.8
109,28288203,1499849593,4,12.9
110,28274391,1499849608,15,13.5
111,28288196,1499849611,3,11.4
112,28274384,1499849629,18,13
113,28288189,1499849631,2,12.4
114,28302001,1499849633,2,12.2
115,28315820,1499849634,1,9.1
116,28329646,1499849638,4,8.1
117,28315814,1499849691,53,11.9
118,28329640,1499849694,3,10.5
119,28343472,1499849697,3,10.4
120,28357311,1499849704,7,9.6
121,28343465,1499849718,14,10.7
122,28357304,1499849722,4,9.3
123,28371150,1499849727,5,9.6
124,28385003,1499849734,7,10.1
125,28398862,1499849736,2,10.2
126,28412728,1499849744,8,10.6
127,28426601,1499849756,12,6.5
128,28440481,1499849761,5,6.7
129,28454367,1499849767,6,7
130,28468260,1499849772,5,6.8
131,28454360,1499849791,19,7.3
132,28468253,1499849795,4,7.3
133,28482153,1499849796,1,6.9
134,28496060,1499849801,5,6.7
135,28509974,1499849807,6,7.1
136,28496054,1499849827,20,8.3
137,28509968,1499849838,11,8.2
138,28523888,1499849849,11,8.8
139,28509961,1499849890,41,12.3
140,28523881,1499849892,2,12
141,28537808,1499849899,7,10.8
142,28551742,1499849908,9,11.3
143,28565683,1499849912,4,11.6
144,28579631,1499849915,3,11.4
145,28593585,1499849924,9,11.7
146,28607546,1499849936,12,10.9
147,28593578,1499849975,39,13.7
148,28607539,1499849977,2,12.8
149,28593571,1499849997,20,10.7
150,28579610,1499850014,17,12.2
151,28593564,1499850018,4,11.9
152,28607525,1499850028,10,12
153,28621493,1499850038,10,12.6
154,28607518,1499850084,46,16.9
155,28621486,1499850091,7,16.7
156,28635461,1499850097,6,16.1
157,28649443,1499850105,8,13
158,28635455,1499850129,24,15.2
159,28649437,1499850134,5,13.7
160,28663425,1499850138,4,12.4
161,28649430,1499850197,59,17.9
162,28635442,1499850224,27,19.6
163,28621460,1499850251,27,21.3
164,28635435,1499850260,9,17.6
165,28649417,1499850263,3,17.2
166,28663405,1499850275,12,17.8
167,28649410,1499850296,21,19.1
168,28635422,1499850328,32,19.9
169,28649404,1499850329,1,19.5
170,28663392,1499850334,5,19.6
171,28649397,1499850398,64,20.1
172,28635409,1499850418,20,19.4
173,28649391,1499850425,7,17.4
174,28663379,1499850437,12,17.7
175,28677374,1499850442,5,17.9
176,28691376,1499850451,9,17.6
177,28705385,1499850455,4,15.9
178,28719401,1499850467,12,13.9
179,28705378,1499850481,14,15.2
180,28691362,1499850497,16,16.3
181,28705371,1499850500,3,10.2
182,28719387,1499850510,10,9.2
183,28733410,1499850514,4,8.9
184,28719381,1499850533,19,9.6
185,28733404,1499850537,4,9.5
186,28747433,1499850546,9,9.5
187,28733397,1499850565,19,11
188,28747426,1499850568,3,10.1
189,28761462,1499850576,8,9.5
190,28747419,1499850627,51,13
191,28761455,1499850636,9,13.6
192,28775498,1499850648,12,13.8
193,28761448,1499850666,18,15.2
194,28775491,1499850673,7,14
195,28789541,1499850678,5,14.1
196,28775484,1499850692,14,14.6
197,28761434,1499850732,40,16.7
198,28775477,1499850742,10,17.4
199,28789527,1499850747,5,17.1
200,28803584,1499850758,11,13.1
201,28817648,1499850770,12,13.4
202,28803577,1499850790,20,14.2
203,28817641,1499850796,6,13
204,28803570,1499850813,17,14
205,28789506,1499850843,30,16.5
206,28803563,1499850851,8,15.9
207,28789499,1499850882,31,15
208,28803556,1499850891,9,14.9
209,28817620,1499850893,2,14.6
210,28831691,1499850895,2,13.7
211,28845768,1499850898,3,12.8
212,28859852,1499850905,7,11.5
213,28873943,1499850911,6,11.5
214,28888041,1499850916,5,10.3
215,28902146,1499850925,9,8.2
216,28916258,1499850930,5,7.9
217,28930377,1499850936,6,5.4
218,28944503,1499850938,2,4.7
219,28958636,1499850942,4,4.9
220,28944497,1499850960,18,6.5
221,28958630,1499850971,11,7.3
222,28944491,1499851023,52,11.8
223,28958624,1499851026,3,11.5
224,28944485,1499851044,18,12.8
225,28930352,1499851079,35,15.4
226,28916226,1499851092,13,16.2
227,28930345,1499851103,11,16.7
228,28916219,1499851163,60,22.5
229,28902100,1499851184,21,24.2
230,28887988,1499851201,17,24.1
231,28902093,1499851212,11,24.1
232,28916205,1499851221,9,19.8
233,28930324,1499851227,6,20.1
234,28916198,1499851322,95,27.8
235,28902079,1499851348,26,26.9
236,28916191,1499851353,5,26.1
237,28902072,1499851383,30,28
238,28887960,1499851559,176,39.6
239,28873855,1499851754,195,57
240,28887953,1499851766,12,56.5
241,28873848,1499851875,109,66.3
242,28859750,1499852155,280,93.4
243,28845659,1499852196,41,96.9
244,28859743,1499852205,9,88.3
245,28873834,1499852214,9,86.6
246,28859736,1499852736,522,138.3
247,28845645,1499853157,421,177.4
248,28831561,1499853243,86,168.4
249,28845638,1499853244,1,149
250,28831554,1499853303,59,153.7
251,28817477,1499853524,221,164.9
252,28803406,1499853549,25,139.4
253,28789342,1499853747,198,155.1
254,28775285,1499853819,72,161.4
255,28761235,1499853961,142,174.7
256,28747192,1499854017,56,128.1
257,28733156,1499854069,52,91.2
258,28719127,1499854119,50,87.6
259,28705104,1499854304,185,106
260,28691088,1499854320,16,101.7
261,28677079,1499854372,52,84.8
262,28663077,1499854421,49,87.2
263,28649082,1499854436,15,68.9
