num, diff, time, interval, avg
3,27986322,1499950971,4,4
4,27972657,1499951039,68,36
5,27958999,1499951133,94,55.333333333333336
6,27972650,1499951145,12,44.5
7,27986308,1499951150,5,36.6
8,27999973,1499951155,5,31.333333333333332
9,28013644,1499951159,4,27.428571428571427
10,28027322,1499951165,6,24.75
11,28041007,1499951172,7,22.77777777777778
12,28054698,1499951181,9,21.4
13,28041000,1499951200,19,22.9
14,28027309,1499951221,21,18.2
15,28013624,1499951238,17,10.5
16,28027302,1499951241,3,9.6
17,28040987,1499951244,3,9.4
18,28054678,1499951256,12,10.1
19,28040980,1499951282,26,12.3
20,28054671,1499951292,10,12.7
21,28040973,1499951315,23,14.3
22,28027282,1499951329,14,14.8
23,28013597,1499951347,18,14.7
24,28027275,1499951357,10,13.6
25,28040960,1499951361,4,12.3
26,28054651,1499951367,6,12.6
27,28040953,1499951382,15,13.8
28,28054644,1499951385,3,12.9
29,28068342,1499951396,11,11.4
30,28054637,1499951450,54,15.8
31,28068335,1499951462,12,14.7
32,28054630,1499951486,24,15.7
33,28068328,1499951494,8,14.7
34,28082033,1499951503,9,14.6
35,28095744,1499951510,7,14.9
36,28082026,1499951541,31,17.4
37,28068315,1499951566,25,18.4
38,28054610,1499951603,37,21.8
39,28068308,1499951610,7,21.4
40,28082013,1499951613,3,16.3
41,28095724,1499951620,7,15.8
42,28109442,1499951623,3,13.7
43,28123167,1499951632,9,13.8
44,28136899,1499951638,6,13.5
45,28123161,1499951668,30,15.8
46,28136893,1499951672,4,13.1
47,28150631,1499951681,9,11.5
48,28164376,1499951690,9,8.7
49,28178128,1499951694,4,8.4
50,28164370,1499951712,18,9.9
51,28178122,1499951722,10,10.2
52,28164364,1499951744,22,12.1
53,28178116,1499951751,7,11.9
54,28191874,1499951758,7,12
55,28178109,1499951786,28,11.8
56,28191867,1499951793,7,12.1
57,28205632,1499951798,5,11.7
58,28191860,1499951815,17,12.5
59,28205625,1499951819,4,12.5
60,28219397,1499951825,6,11.3
61,28233176,1499951826,1,10.4
62,28246961,1499951837,11,9.3
63,28233169,1499951852,15,10.1
64,28246954,1499951858,6,10
65,28233162,1499951898,40,11.2
66,28219377,1499951937,39,14.4
67,28233155,1499951949,12,15.1
68,28246940,1499951953,4,13.8
69,28260732,1499951959,6,14
70,28274531,1499951963,4,13.8
71,28288336,1499951966,3,14
72,28302148,1499951973,7,13.6
73,28288329,1499951993,20,14.1
74,28302141,1499952000,7,14.2
75,28288322,1499952024,24,12.6
76,28274510,1499952061,37,12.4
77,28260705,1499952090,29,14.1
78,28274504,1499952097,7,14.4
79,28288309,1499952100,3,14.1
80,28302121,1499952110,10,14.7
81,28315940,1499952118,8,15.2
82,28302114,1499952135,17,16.2
83,28315933,1499952138,3,14.5
84,28329759,1499952144,6,14.4
85,28343591,1499952150,6,12.6
86,28357430,1499952159,9,9.8
87,28371276,1499952170,11,8
88,28357423,1499952203,33,10.6
89,28371269,1499952205,2,10.5
90,28385122,1499952210,5,10
91,28398981,1499952212,2,9.4
92,28385115,1499952231,19,9.6
93,28398974,1499952234,3,9.6
94,28385108,1499952259,25,11.5
95,28371249,1499952275,16,12.5
96,28357396,1499952296,21,13.7
97,28371242,1499952306,10,13.6
98,28385095,1499952309,3,10.6
99,28371236,1499952329,20,12.4
100,28357383,1499952347,18,13.7
101,28371229,1499952354,7,14.2
102,28385082,1499952360,6,12.9
103,28398941,1499952363,3,12.9
104,28412807,1499952370,7,11.1
105,28398934,1499952389,19,11.4
106,28412800,1499952394,5,9.8
107,28398927,1499952430,36,12.4
108,28412793,1499952441,11,13.2
109,28398920,1499952463,22,13.4
110,28385054,1499952479,16,13.2
111,28371195,1499952510,31,15.6
112,28357342,1499952543,33,18.3
113,28343496,1499952563,20,20
114,28357335,1499952567,4,19.7
115,28343489,1499952588,21,19.9
116,28329650,1499952606,18,21.2
117,28343482,1499952608,2,17.8
118,28329643,1499952638,30,19.7
119,28315811,1499952651,13,18.8
120,28329637,1499952654,3,17.5
121,28315805,1499952677,23,16.7
122,28329631,1499952683,6,14
123,28315799,1499952713,30,15
124,28329625,1499952715,2,14.8
125,28343457,1499952719,4,13.1
126,28357296,1499952724,5,11.8
127,28371142,1499952727,3,11.9
128,28384995,1499952738,11,10
129,28398854,1499952744,6,9.3
130,28412720,1499952747,3,9.3
131,28426593,1499952753,6,7.6
132,28440473,1499952760,7,7.7
133,28426587,1499952775,15,6.2
134,28412707,1499952807,32,9.2
135,28426580,1499952819,12,10
136,28440460,1499952825,6,10.1
137,28426574,1499952872,47,14.5
138,28440454,1499952877,5,13.9
139,28426568,1499952900,23,15.6
140,28440448,1499952905,5,15.8
141,28454334,1499952914,9,16.1
142,28468227,1499952918,4,15.8
143,28454327,1499952935,17,16
144,28468220,1499952944,9,13.7
